Name,Address,Keyword
Montagu Private Equity GmbH,"Junghofstraße 22, Frankfurt am Main",Private Equity
Atrium Private Equity GmbH,"Bettinastraße 62, Frankfurt am Main",Private Equity
CVC Capital Partners (Deutschland) GmbH,"Bockenheimer Landstraße 24, Frankfurt am Main",Private Equity
Trigon Equity Partners GmbH,"Zeppelinallee 77, Frankfurt am Main",Private Equity
One Equity Partners Europe GmbH,"Neue Mainzer Str. 84, Frankfurt am Main",Private Equity
Tempus Capital GmbH,"Kettenhofweg 25, Frankfurt am Main",Private Equity
Brockhaus Private Equity GmbH,"Thurn-und-Taxis-Platz 6, Frankfurt am Main",Private Equity
Premium Equity Partners GmbH,"Lindenstraße 15, Frankfurt am Main",Private Equity
Novum Capital Management GmbH & Co. KG,"Friedrichstraße 31-33, Frankfurt am Main",Private Equity
Naxicap Partners,"Hochstraße 53, Frankfurt am Main",Private Equity
Vertevis Capital Partners GmbH,"Marienturm, Taunusanlage 9, Frankfurt am Main",Private Equity
Borromin Capital Management GmbH,"Myliusstraße 47, Frankfurt am Main",Private Equity
VR Equitypartner GmbH,"Platz d. Republik 6, Frankfurt am Main",Private Equity
Hbl Investmentpartners Gmbh,"Beethovenstraße 12 - 16, Frankfurt am Main",Private Equity
Lone Star Germany Acquisitions GmbH,"Niedenau 61-63, Frankfurt am Main",Private Equity
Astorg Advisory Services - Niederlassung Deutschland,"Bethmannstraße 58, Frankfurt am Main",Private Equity
Deutsche Invest Mittelstand GmbH,"Taunustor 1, Frankfurt am Main",Private Equity
Capvis Beratungsgesellschaft mbH,"Junghofstraße 16, Frankfurt am Main",Private Equity
Baigo Capital GmbH,"Zeil 127, Frankfurt am Main",Private Equity
Stifel Europe Advisory GmbH,"Bockenheimer Landstraße 24, Frankfurt am Main",Anlageberatung
Die Schadenermittler,"1-3, Beethovenpl., Frankfurt am Main",Anlageberatung
Alexander Dörfler - Deutsche Vermögensberatung,"Gräfendeichstraße 30, Frankfurt am Main",Anlageberatung
DMF Capital GmbH,"Eysseneckstraße 4, Frankfurt am Main",Anlageberatung
Growthbase,"Hamburger Allee 26-28, Frankfurt am Main",Anlageberatung
A. International GMB Consulting Investment GmbH,"Oeder Weg 43, Frankfurt am Main",Anlageberatung
"Brown Advisory (Ireland) Limited, German Branch","Thurn-und-Taxis-Platz 6, Frankfurt am Main",Anlageberatung
FpMarkets (NFTVisionFX),"Kalbacher Stadtpfad 10-20, Frankfurt am Main",Anlageberatung
Preqin,"Garden Tower, Preqin, Neue Mainzer Str. 46-50, Frankfurt am Main",Anlageberatung
Manuel Claus Vermögens- & Unternehmensberatung,"Taunusanlage 8, Frankfurt am Main",Anlageberatung
Candriam - Zweigniederlassung Deutschland (Germany),"Fellnerstraße 5, Frankfurt am Main",Anlageberatung
Omnibet Investments,"Unterortstraße 48, Eschborn",Anlageberatung
Emil Horozovic Geschäftsstelle Deutsche Vermögensberatung,"Wilhelm-Leuschner-Straße 36, Frankfurt am Main",Anlageberatung
Franklin Templeton Digital Advisory Services GmbH,"Bethmannstraße 8, Frankfurt am Main",Anlageberatung
Martin Gutzmann - Vermögensberatung,"Zimmersmühlenweg 71, Oberursel (Taunus)",Anlageberatung
Miller & Rhoads,"Leipziger Str. 41, Frankfurt am Main",Anlageberatung
Kerstin Entler - Selbstständige Vertriebspartnerin für HORBACH,"Darmstädter Landstraße 110, Frankfurt am Main",Anlageberatung
ROBOVERGLEICH,"Mittlerer Hasenpfad 39, Frankfurt am Main",Anlageberatung
Mercurcap GmbH,"Ginnheimer Str. 4, Eschborn",Anlageberatung
Fiera Capital,"Walther-von-Cronberg-Platz 13, Frankfurt am Main",Anlageberatung
Invest in Visions GmbH,"Freiherr-vom-Stein-Straße 24–26, Frankfurt am Main",Invest
"FRANKFURT-INVEST, Michael Schmidt","Frankfurt Westend, Messe, Friedrich-Ebert-Anlage 36, Frankfurt am Main",Invest
Inyova Impact Investing,"Taunusanlage 8, Frankfurt am Main",Invest
PRISMA Investment GmbH,"Wöhlerstraße 8-10, Frankfurt am Main",Invest
pure invest GmbH,"Goethepl. 5-7, Frankfurt am Main",Invest
DB Investment Services,"Wilhelm-Fay-Straße 31-37, Frankfurt am Main",Invest
Universal Investment GmbH,"Theodor-Heuss-Allee 70, Frankfurt am Main",Invest
First Private Investment Management KAG mbH,"Westhafenpl. 8, Frankfurt am Main",Invest
Multi-Invest Sachwerte GmbH,"Ginnheimer Str. 4, Eschborn",Invest
Invest in Trust.,"Franziusstraße 8-14, Frankfurt am Main",Invest
Union Investment Privatfonds GmbH,"Weißfrauenstraße 7, Frankfurt am Main",Invest
Union Investment Gesellschaft mbH,"Oeder Weg 111, Frankfurt am Main",Invest
CPH Invest GmbH,"De-Saint-Exupéry-Straße 10, Frankfurt am Main",Invest
Empira Investment Solutions GmbH,"Bockenheimer Landstraße 39, Frankfurt am Main",Invest
AEW Invest GmbH,"Neue Mainzer Str. 66-68, Frankfurt am Main",Invest
WH SelfInvest Deutschland,"Niedenau 36, Frankfurt am Main",Invest
Simplex Invest GmbH,"An d. Welle 4, Frankfurt am Main",Invest
Rock Invest GmbH & Co. KG,"Bethmannstraße 8, Frankfurt am Main",Invest
MT Invest GmbH,"Westerbachstraße 47, Frankfurt am Main",Invest
Esor investments,"Meisengasse 13-15, Frankfurt am Main",Invest
